,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Sales_sum
2373,Crash of the Titans,X360,2007,Action,0.27,0.02,0.0,0.03,0.32000000000000006
2374,Crash: Mind Over Mutant,DS,2008,Platform,0.39,0.0,0.0,0.03,0.42000000000000004
2375,Crash: Mind Over Mutant,PS2,2008,Platform,0.25,0.19,0.0,0.06,0.5
2376,Crash: Mind Over Mutant,PSP,2008,Platform,0.11,0.22,0.0,0.12,0.45
2377,Crash: Mind Over Mutant,Wii,2008,Platform,0.36,0.06,0.0,0.03,0.44999999999999996
2378,Crash: Mind Over Mutant,X360,2008,Platform,0.22,0.21,0.0,0.05,0.48
2379,Crash: Twinsanity,PS2,2004,Platform,0.32,0.25,0.0,0.08,0.65
2380,Crash: Twinsanity,XB,2004,Platform,0.11,0.03,0.0,0.01,0.15000000000000002
2381,Crayola: Colorful Journey,Wii,2009,Misc,0.07,0.0,0.0,0.01,0.08
2382,Crayola: Treasure Adventures,DS,2007,Puzzle,0.43,0.01,0.0,0.03,0.47
2383,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,DS,2010,Action,0.0,0.0,0.09,0.0,0.09
2384,Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993,Platform,0.0,0.0,0.46,0.0,0.46
2385,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006,Action,0.0,0.0,0.07,0.0,0.07
2386,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,2010,Action,0.0,0.0,0.07,0.0,0.07
2387,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011,Action,0.0,0.0,0.02,0.0,0.02
2388,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014,Adventure,0.0,0.0,0.06,0.0,0.06
2389,Crazy Chicken Tales,Wii,2009,Action,0.06,0.0,0.0,0.0,0.06
2390,Crazy Chicken: Atlantis Quest,DS,2007,Platform,0.04,0.0,0.0,0.0,0.04
2391,Crazy Chicken: Pharaoh's Treasure,DS,2007,Puzzle,0.05,0.0,0.0,0.0,0.05
2392,Crazy Chicken: Star Karts,DS,2008,Racing,0.03,0.0,0.0,0.0,0.03
2393,Crazy Climber,2600,1981,Action,0.21,0.01,0.0,0.0,0.22
2394,Crazy Machines,DS,2008,Puzzle,0.0,0.03,0.0,0.0,0.03
2395,Crazy Machines,Wii,2010,Puzzle,0.01,0.01,0.0,0.0,0.02
2396,Crazy Taxi,DC,2000,Racing,1.1,0.51,0.12,0.08,1.81
2397,Crazy Taxi,GC,2001,Racing,0.36,0.09,0.02,0.01,0.48
2398,Crazy Taxi,PS2,2001,Racing,1.13,1.12,0.06,0.22,2.5300000000000002
2399,Crazy Taxi 2,DC,2001,Racing,0.0,0.0,0.07,0.0,0.07
2400,Crazy Taxi 3: High Roller,XB,2002,Racing,0.14,0.04,0.02,0.01,0.21000000000000002
2401,Crazy Taxi: Catch a Ride,GBA,2003,Racing,0.21,0.08,0.0,0.01,0.3
2402,Crazy Taxi: Fare Wars,PSP,2007,Racing,0.1,0.22,0.02,0.12,0.46
2403,Create,PC,2010,Action,0.04,0.01,0.0,0.01,0.060000000000000005
2404,Create,PS3,2010,Action,0.11,0.03,0.0,0.02,0.16
2405,Create,Wii,2010,Action,0.22,0.03,0.0,0.02,0.27
2406,Create,X360,2010,Action,0.1,0.03,0.0,0.01,0.14
2407,Creeper World 3: Arc Eternal,Wii,2009,Strategy,0.0,0.0,0.1,0.0,0.1
2408,Crime Crackers,PS,1994,Role-Playing,0.0,0.0,0.09,0.01,0.09999999999999999
2409,Crime Killer,PS,1998,Racing,0.07,0.04,0.0,0.01,0.12000000000000001
2410,Crime Lab: Body of Evidence,DS,2010,Adventure,0.05,0.01,0.0,0.0,0.060000000000000005
2411,Crime Life: Gang Wars,XB,2005,Action,0.04,0.01,0.0,0.0,0.05
2412,Crime Scene,DS,2009,Adventure,0.0,0.02,0.0,0.0,0.02
2413,Criminal Girls 2,PSV,2015,Role-Playing,0.0,0.0,0.03,0.0,0.03
2414,Criminal Girls: Invite Only,PSP,2010,Role-Playing,0.0,0.0,0.08,0.0,0.08
2415,Criminal Girls: Invite Only,PSV,2013,Role-Playing,0.04,0.02,0.04,0.02,0.12000000000000001
2416,Crimson Gem Saga,PSP,2008,Role-Playing,0.06,0.0,0.0,0.0,0.06
2417,Crimson Sea,XB,2002,Action,0.04,0.01,0.04,0.0,0.09
2418,Crimson Sea 2,PS2,2004,Action,0.03,0.03,0.0,0.01,0.06999999999999999
2419,Crimson Skies: High Road to Revenge,XB,2003,Simulation,0.65,0.19,0.0,0.03,0.8700000000000001
2420,Crimson Tears,PS2,2004,Role-Playing,0.02,0.01,0.0,0.0,0.03
2421,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,1.35,0.6,0.8,0.44,3.19
2422,Critical Depth,PS,1997,Action,0.13,0.09,0.0,0.01,0.23
2423,Criticom,PS,1996,Fighting,0.07,0.05,0.0,0.01,0.13
2424,Croc 2,PS,1999,Platform,0.41,0.28,0.0,0.05,0.74
2425,Croc: Legend of the Gobbos,PS,1997,Platform,1.57,1.79,0.0,0.2,3.5600000000000005
2426,Cross + Channel,PSP,2010,Adventure,0.0,0.0,0.02,0.0,0.02
2427,Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015,Action,0.0,0.0,0.02,0.0,0.02
2428,Cross Channel: In Memory of All People,X360,2011,Adventure,0.0,0.0,0.02,0.0,0.02
2429,Cross Edge,PS3,2008,Role-Playing,0.14,0.02,0.05,0.02,0.23
2430,Cross Edge Dash,X360,2009,Role-Playing,0.0,0.0,0.01,0.0,0.01
2431,Cross Treasures,DS,2009,Role-Playing,0.0,0.0,0.02,0.0,0.02
2432,Crossroad Crisis,PS,2000,Puzzle,0.01,0.0,0.0,0.0,0.01
2433,CrossworDS,DS,2008,Puzzle,0.51,0.0,0.0,0.04,0.55
2434,"Crouching Tiger, Hidden Dragon",GBA,2003,Action,0.02,0.01,0.0,0.0,0.03
2435,"Crouching Tiger, Hidden Dragon",PS2,2003,Action,0.06,0.05,0.0,0.02,0.13
2436,"Crouching Tiger, Hidden Dragon",XB,2003,Action,0.01,0.0,0.0,0.0,0.01
2437,Cruis'n,Wii,2007,Racing,0.1,0.01,0.0,0.01,0.12
2438,Cruis'n Exotica,N64,2000,Racing,0.17,0.04,0.0,0.0,0.21000000000000002
2439,Cruis'n USA,N64,1996,Racing,1.69,0.04,0.0,0.01,1.74
2440,Cruis'n World,N64,1998,Racing,0.59,0.04,0.0,0.01,0.64
2441,Cruise Ship Vacation Games,Wii,2009,Puzzle,0.13,0.0,0.0,0.01,0.14
2442,Crusader: No Remorse,PS,1996,Adventure,0.03,0.02,0.0,0.0,0.05
2443,Crusaders of Might and Magic,PS,1999,Role-Playing,0.14,0.1,0.0,0.02,0.26
2444,Crush,PSP,2007,Puzzle,0.07,0.0,0.0,0.01,0.08
2445,Crush3D,3DS,2012,Platform,0.07,0.04,0.0,0.01,0.12000000000000001
2446,Crushed Baseball,GBA,2004,Sports,0.03,0.01,0.0,0.0,0.04
2447,Crypt Killer,PS,1997,Shooter,0.02,0.01,0.0,0.0,0.03
2448,Crysis,PC,2007,Shooter,0.0,0.69,0.0,0.03,0.72
2449,Crysis 2,PC,2011,Action,0.16,0.45,0.0,0.13,0.74
2450,Crysis 2,PS3,2011,Action,0.45,0.57,0.06,0.21,1.29
2451,Crysis 2,X360,2011,Action,0.7,0.5,0.02,0.12,1.3399999999999999
2452,Crysis 3,PC,2013,Shooter,0.17,0.39,0.0,0.09,0.65
2453,Crysis 3,PS3,2013,Shooter,0.26,0.43,0.03,0.18,0.8999999999999999
2454,Crysis 3,X360,2013,Shooter,0.51,0.33,0.01,0.08,0.93
2455,Crysis: Maximum Edition,PC,2009,Shooter,0.0,0.07,0.0,0.02,0.09000000000000001
2456,Crysis: Warhead,PC,2008,Shooter,0.0,0.02,0.0,0.0,0.02
2457,Crystal Castles,2600,1983,Action,0.72,0.04,0.0,0.01,0.77
2458,Cube,PSP,2007,Puzzle,0.02,0.0,0.0,0.0,0.02
2459,Cubic Ninja,3DS,2011,Platform,0.05,0.04,0.0,0.01,0.09999999999999999
2460,Cubivore: Survival of the Fittest,GC,2002,Adventure,0.01,0.0,0.15,0.0,0.16
2461,Culdcept,3DS,2012,Misc,0.0,0.0,0.16,0.0,0.16
2462,Culdcept,PS2,2002,Strategy,0.01,0.01,0.0,0.0,0.02
2463,Culdcept DS,DS,2008,Strategy,0.0,0.0,0.1,0.0,0.1
2464,Culdcept Revolt,3DS,2016,Strategy,0.0,0.0,0.05,0.0,0.05
2465,Culdcept SAGA,X360,2006,Role-Playing,0.12,0.0,0.03,0.01,0.16
2466,Curious George,GBA,2006,Action,0.12,0.04,0.0,0.0,0.16
2467,Curious George,GC,2006,Action,0.11,0.03,0.0,0.0,0.14
2468,Curious George,PS2,2006,Action,0.06,0.05,0.0,0.02,0.13
2469,Curious George,XB,2006,Action,0.02,0.01,0.0,0.0,0.03
2470,Curse of the Amsterdam Diamond,DS,2012,Puzzle,0.0,0.01,0.0,0.0,0.01
2471,Cursed Mountain,Wii,2009,Adventure,0.09,0.1,0.0,0.02,0.21
2472,Custer's Revenge,2600,1981,Action,0.76,0.05,0.0,0.01,0.8200000000000001
2473,Custom Beat Battle: Draglade 2,DS,2008,Fighting,0.0,0.0,0.03,0.0,0.03
2474,Custom Drive,PSP,2012,Action,0.0,0.0,0.02,0.0,0.02
2475,Custom Robo,GC,2004,Role-Playing,0.29,0.07,0.0,0.01,0.37
2476,Custom Robo Arena,DS,2006,Fighting,0.02,0.02,0.12,0.0,0.16
2477,Custom Robo V2,N64,2000,Fighting,0.0,0.0,0.34,0.05,0.39
2478,Cut the Rope,3DS,2014,Puzzle,0.06,0.0,0.0,0.01,0.06999999999999999
2479,Cy Girls,PS2,2004,Action,0.02,0.01,0.0,0.0,0.03
2480,Cyber Sled,PS,1995,Action,0.0,0.0,0.13,0.01,0.14
2481,Cyber Troopers Virtual-On,SAT,1995,Fighting,0.0,0.0,0.42,0.0,0.42
2482,Cyber Troopers Virtual-On Marz,PS2,2003,Fighting,0.02,0.01,0.0,0.0,0.03
2483,CyberTiger,N64,2000,Sports,0.05,0.01,0.0,0.0,0.060000000000000005
2484,CyberTiger,PS,1998,Sports,0.33,0.22,0.0,0.04,0.5900000000000001
2485,Cyberia,PS,1995,Action,0.05,0.03,0.0,0.01,0.09
2486,D,PS,1995,Adventure,0.0,0.0,0.1,0.01,0.11
2487,D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Adventure,0.0,0.0,0.06,0.0,0.06
2488,D.C. III: Da Capo III,PSP,2013,Adventure,0.0,0.0,0.03,0.0,0.03
2489,D.C.F.S.: Da Capo Four Seasons,PS2,2005,Adventure,0.0,0.0,0.04,0.0,0.04
2490,D.C.I.F.: Da Capo Innocent Finale,PS2,2009,Adventure,0.0,0.0,0.03,0.0,0.03
2491,D.Gray-man: Kami no Shitotachi,DS,2007,Adventure,0.0,0.0,0.05,0.0,0.05
2492,D.Gray-man: Sousha no Shikaku,PS2,2008,Adventure,0.0,0.0,0.02,0.0,0.02
2493,D1 Professional Drift Grand Prix Series,PS2,2005,Racing,0.01,0.01,0.0,0.0,0.02
2494,DC Universe Online,PC,2011,Role-Playing,0.16,0.06,0.0,0.02,0.24
2495,DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,1.05,0.59,0.0,0.18,1.82
2496,DEATH NOTE: Kira Game,DS,2007,Adventure,0.0,0.0,0.12,0.0,0.12
2497,DEATH NOTE: L o Tsugu Mono,DS,2007,Adventure,0.0,0.0,0.02,0.0,0.02
2498,DECA Sports Freedom,X360,2010,Sports,0.27,0.04,0.0,0.02,0.33
2499,DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,0.01,0.01,0.0,0.0,0.02
2500,DJ Hero,PS2,2009,Misc,0.1,0.02,0.0,0.2,0.32
2501,DJ Hero,PS3,2009,Misc,0.42,0.34,0.0,0.14,0.9
2502,DJ Hero,Wii,2009,Misc,0.47,0.23,0.0,0.07,0.77
2503,DJ Hero,X360,2009,Misc,0.56,0.4,0.0,0.11,1.07
2504,DJ Hero 2,PS3,2010,Misc,0.47,0.19,0.0,0.09,0.7499999999999999
2505,DJ Hero 2,Wii,2010,Misc,0.49,0.09,0.0,0.04,0.62
2506,DJ Hero 2,X360,2010,Misc,0.64,0.12,0.0,0.06,0.8200000000000001
2507,DJ Max Fever,PSP,2009,Misc,0.09,0.0,0.0,0.01,0.09999999999999999
2508,DJ Max Portable 3,PSP,2010,Misc,0.01,0.0,0.02,0.0,0.03
2509,DJ Max Technika Tune,PSV,2012,Misc,0.0,0.0,0.01,0.0,0.01
2510,DJ Star,DS,2009,Misc,0.01,0.0,0.0,0.0,0.01
2511,DK: King of Swing,GBA,2005,Platform,0.17,0.06,0.0,0.0,0.23
2512,DOA 2: Dead or Alive 2 Hardcore,PS2,2000,Fighting,0.0,0.0,0.11,0.0,0.11
2513,DS Bimoji Training,DS,2008,Misc,0.0,0.0,0.56,0.0,0.56
2514,DS Bungaku Zenshuu,DS,2007,Misc,0.0,0.0,0.26,0.0,0.26
2515,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,2006,Misc,0.0,0.0,0.2,0.0,0.2
2516,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,2007,Misc,0.0,0.0,0.1,0.0,0.1
2517,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,DS,2008,Adventure,0.0,0.0,0.07,0.0,0.07
2518,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,2007,Adventure,0.0,0.0,0.22,0.0,0.22
2519,DS Rakubiki Jiten,DS,2005,Misc,0.0,0.0,0.16,0.0,0.16
2520,DS Uranai Seikatsu,DS,2009,Misc,0.0,0.0,0.07,0.0,0.07
2521,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,2008,Adventure,0.0,0.0,0.12,0.0,0.12
2522,DT Carnage,PSP,2009,Racing,0.03,0.0,0.0,0.0,0.03
2523,DT Racer,PS2,2005,Racing,0.06,0.05,0.0,0.02,0.13
2524,DX Game of Life,PS,1996,Misc,0.0,0.0,0.27,0.02,0.29000000000000004
2525,DX Game of Life 2,PS,1997,Misc,0.0,0.0,0.31,0.02,0.33
2526,Da Capo I & II Plus Situation Portable,PSP,2010,Adventure,0.0,0.0,0.04,0.0,0.04
2527,DaGeDar,DS,2011,Action,0.09,0.0,0.0,0.01,0.09999999999999999
2528,Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,0.03,0.01,0.0,0.0,0.04
2529,Dai-2-Ji Super Robot Taisen OG,PS3,2012,Strategy,0.0,0.0,0.3,0.0,0.3
2530,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012,Strategy,0.0,0.0,0.36,0.0,0.36
2531,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,0.0,0.0,0.42,0.0,0.42
2532,Dai-2-Ji Super Robot Taisen α,PS2,2003,Strategy,0.0,0.0,0.6,0.0,0.6
2533,Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,PS2,2005,Strategy,0.0,0.0,0.59,0.0,0.59
2534,Dai-4-Ji Super Robot Taisen,SNES,1995,Strategy,0.0,0.0,0.38,0.0,0.38
2535,Dai-4-Ji Super Robot Taisen S,PS,1996,Strategy,0.0,0.0,0.48,0.03,0.51
2536,Daibakushou: Jinsei Gekijou,SNES,1995,Misc,0.0,0.0,0.03,0.0,0.03
2537,Daigasso! Band Brothers,DS,2004,Misc,0.0,0.0,0.19,0.0,0.19
2538,Daigasso! Band Brothers P,3DS,2013,Misc,0.0,0.0,0.18,0.0,0.18
2539,Daikaijuu Battle: Ultra Coliseum,Wii,2008,Fighting,0.0,0.0,0.02,0.0,0.02
2540,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,0.0,0.0,0.04,0.0,0.04
2541,Daikaijyuu Monogatari,SNES,1994,Role-Playing,0.0,0.0,0.3,0.0,0.3
2542,Daikaijyuu Monogatari II,SNES,1996,Role-Playing,0.0,0.0,0.12,0.0,0.12
2543,Daisy Fuentes Pilates,Wii,2009,Sports,0.17,0.06,0.0,0.02,0.25
2544,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,0.0,0.0,0.03,0.0,0.03
2545,Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,2008,Misc,0.0,0.0,0.01,0.0,0.01
2546,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006,Misc,0.0,0.0,0.11,0.0,0.11
2547,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,2011,Misc,0.0,0.0,0.02,0.0,0.02
2548,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,2007,Misc,0.0,0.0,0.1,0.0,0.1
2549,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,0.0,0.0,0.06,0.0,0.06
2550,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,2010,Misc,0.0,0.0,0.02,0.0,0.02
2551,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Misc,0.0,0.0,0.04,0.0,0.04
2552,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008,Misc,0.0,0.0,0.06,0.0,0.06
2553,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,2006,Misc,0.0,0.0,0.03,0.0,0.03
2554,Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006,Misc,0.0,0.0,0.03,0.0,0.03
2555,Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013,Adventure,0.0,0.0,0.01,0.0,0.01
2556,Dakar 2: The World's Ultimate Rally,GC,2003,Racing,0.02,0.01,0.0,0.0,0.03
2557,Dakar 2: The World's Ultimate Rally,XB,2003,Racing,0.02,0.0,0.0,0.0,0.02
2558,Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,0.07,0.0,0.0,0.01,0.08
2559,Damnation,PC,2009,Shooter,0.0,0.01,0.0,0.0,0.01
2560,Damnation,PS3,2009,Shooter,0.07,0.01,0.0,0.01,0.09
2561,Damnation,X360,2009,Shooter,0.06,0.01,0.0,0.01,0.07999999999999999
2562,Danball Senki,PSP,2011,Role-Playing,0.0,0.0,0.39,0.0,0.39
2563,Danball Senki Boost,PSP,2011,Action,0.0,0.0,0.22,0.0,0.22
2564,Dance Central,X360,2010,Misc,2.15,0.77,0.01,0.26,3.1899999999999995
2565,Dance Central 2,X360,2011,Misc,1.45,0.42,0.01,0.16,2.04
2566,Dance Central 3,X360,2012,Misc,0.57,0.2,0.0,0.06,0.8300000000000001
2567,Dance Central: Spotlight,XOne,2014,Misc,0.15,0.03,0.0,0.0,0.18
2568,Dance Dance Revolution (Japan),PS,1999,Simulation,0.0,0.0,1.26,0.09,1.35
2569,Dance Dance Revolution (North America),PS,2001,Simulation,0.08,0.06,0.0,0.01,0.15000000000000002
2570,Dance Dance Revolution 2nd ReMIX,PS,1999,Simulation,0.0,0.0,0.9,0.06,0.96
2571,Dance Dance Revolution 3rdMix,PS,2000,Simulation,0.0,0.0,0.33,0.02,0.35000000000000003
2572,Dance Dance Revolution Disney Mix,PS,2000,Simulation,0.02,0.02,0.0,0.0,0.04
2573,Dance Dance Revolution Extra Mix,PS,2001,Simulation,0.0,0.0,0.02,0.0,0.02
2574,Dance Dance Revolution Extreme,PS2,2004,Simulation,1.04,0.81,0.0,0.27,2.12
2575,Dance Dance Revolution Extreme 2,PS2,2005,Simulation,0.95,0.04,0.0,0.16,1.15
2576,Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,0.87,0.03,0.0,0.14,1.04
2577,Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,0.64,0.03,0.02,0.1,0.79
2578,Dance Dance Revolution Ultramix,XB,2003,Simulation,0.42,0.11,0.0,0.02,0.55
2579,Dance Dance Revolution Ultramix 2,XB,2004,Simulation,0.32,0.09,0.0,0.02,0.43000000000000005
2580,Dance Dance Revolution Ultramix 3,XB,2005,Simulation,0.28,0.08,0.0,0.01,0.37000000000000005
2581,Dance Dance Revolution Universe,X360,2007,Simulation,0.3,0.0,0.0,0.02,0.32
2582,Dance Dance Revolution Universe 2,X360,2007,Simulation,0.46,0.01,0.0,0.04,0.51
2583,Dance Dance Revolution Universe 3,X360,2008,Simulation,0.28,0.0,0.0,0.02,0.30000000000000004
2584,Dance Dance Revolution X,PS2,2008,Simulation,0.85,0.66,0.01,0.22,1.74
2585,Dance Dance Revolution X2,PS2,2009,Simulation,1.09,0.85,0.0,0.28,2.2199999999999998
2586,Dance Dance Revolution: Disney Channel Edition,PS2,2008,Simulation,0.12,0.09,0.0,0.03,0.24
2587,Dance Dance Revolution: Disney Grooves,Wii,2009,Simulation,0.17,0.0,0.0,0.01,0.18000000000000002
2588,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,1.36,0.52,0.0,0.2,2.08
2589,Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,0.95,0.48,0.01,0.15,1.5899999999999999
2590,Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,0.26,0.14,0.0,0.04,0.44
2591,Dance Dance Revolution: Hottest Party 5,Wii,2011,Misc,0.0,0.03,0.0,0.0,0.03
2592,Dance Dance Revolution: Mario Mix,GC,2005,Misc,0.36,0.09,0.0,0.01,0.45999999999999996
2593,Dance Dance Revolution: Mario Mix (JP sales),GC,2005,Simulation,0.0,0.0,0.05,0.0,0.05
2594,Dance Factory,PS2,2006,Action,0.02,0.01,0.0,0.0,0.03
2595,Dance Paradise,X360,2010,Misc,0.1,0.01,0.0,0.01,0.12
2596,Dance Party: Pop Hits,Wii,2009,Misc,0.0,0.36,0.0,0.02,0.38
2597,Dance Sensation!,Wii,2010,Misc,0.06,0.0,0.0,0.0,0.06
2598,Dance on Broadway,PS3,2011,Misc,0.05,0.03,0.0,0.01,0.09
2599,Dance on Broadway,Wii,2010,Misc,0.27,0.66,0.0,0.12,1.05
2600,Dance with Devils,PSV,2016,Action,0.0,0.0,0.01,0.0,0.01
2601,Dance! It's Your Stage,PS3,2011,Misc,0.0,0.02,0.0,0.01,0.03
2602,DanceDanceRevolution,PS3,2010,Simulation,0.12,0.05,0.0,0.02,0.18999999999999997
2603,DanceDanceRevolution,Wii,2010,Simulation,0.29,0.04,0.0,0.02,0.35
2604,DanceDanceRevolution,X360,2011,Simulation,0.08,0.0,0.0,0.01,0.09
2605,DanceMasters,X360,2010,Misc,0.15,0.02,0.02,0.01,0.19999999999999998
2606,DanceStar Party,PS3,2011,Misc,0.0,0.35,0.0,0.1,0.44999999999999996
2607,Dancing Blade II: Tears of Eden,PS,1999,Adventure,0.0,0.0,0.03,0.0,0.03
2608,Dancing With The Stars,PS2,2007,Misc,0.08,0.06,0.0,0.02,0.16
2609,Dancing With The Stars,Wii,2007,Misc,0.22,0.0,0.0,0.02,0.24
2610,Dancing on Ice,DS,2010,Sports,0.0,0.02,0.0,0.0,0.02
2611,Dancing on Ice,Wii,2010,Sports,0.0,0.09,0.0,0.01,0.09999999999999999
2612,Dancing with the Stars: We Dance!,DS,2008,Misc,0.36,0.0,0.0,0.03,0.39
2613,Dancing with the Stars: We Dance!,Wii,2008,Misc,0.36,0.0,0.0,0.03,0.39
2614,Danganronpa 2: Goodbye Despair,PSP,2012,Misc,0.0,0.0,0.19,0.0,0.19
2615,Danganronpa 2: Goodbye Despair,PSV,2014,Misc,0.13,0.07,0.0,0.06,0.26
2616,Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,0.1,0.03,0.12,0.04,0.29
2617,Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,0.14,0.07,0.15,0.06,0.42
2618,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,0.0,0.0,0.08,0.0,0.08
2619,Daniel X: The Ultimate Power,DS,2010,Action,0.07,0.0,0.0,0.01,0.08
2620,Danny Phantom: The Ultimate Enemy,GBA,2005,Action,0.16,0.06,0.0,0.0,0.22
2621,Danny Phantom: Urban Jungle,DS,2006,Action,0.04,0.0,0.0,0.0,0.04
2622,Dante's Inferno,PS3,2010,Action,0.64,0.28,0.04,0.13,1.09
2623,Dante's Inferno,PSP,2010,Action,0.12,0.03,0.01,0.03,0.19
2624,Dante's Inferno,X360,2010,Action,0.63,0.2,0.02,0.07,0.9200000000000002
2625,Darius Burst: Chronicle Saviours,PSV,2016,Action,0.0,0.0,0.03,0.0,0.03
2626,Darius Gaiden,SAT,1995,Shooter,0.0,0.0,0.1,0.0,0.1
2627,Darius II,SAT,1995,Shooter,0.0,0.0,0.03,0.0,0.03
2628,Dark Angel: Vampire Apocalypse,PS2,2001,Role-Playing,0.04,0.03,0.0,0.01,0.08
2629,Dark Arena,GBA,2002,Shooter,0.03,0.01,0.0,0.0,0.04
2630,Dark Cavern,2600,1981,Shooter,0.22,0.01,0.0,0.0,0.23
2631,Dark Cloud,PS2,2000,Role-Playing,0.83,0.44,0.08,0.19,1.54
2632,Dark Cloud 2,PS2,2002,Role-Playing,0.38,0.25,0.26,0.07,0.96
2633,Dark Half,SNES,1996,Role-Playing,0.0,0.0,0.04,0.0,0.04
2634,Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,0.16,0.02,0.01,0.02,0.21
2635,Dark Parables: The Exiled Prince,PC,2011,Puzzle,0.0,0.01,0.0,0.0,0.01
2636,Dark Rift,N64,1997,Fighting,0.12,0.03,0.0,0.0,0.15
2637,Dark Sector,PS3,2008,Shooter,0.23,0.16,0.01,0.07,0.47000000000000003
2638,Dark Sector,X360,2008,Shooter,0.22,0.2,0.01,0.05,0.48000000000000004
2639,Dark Souls,PC,2012,Role-Playing,0.0,0.06,0.0,0.01,0.06999999999999999
2640,Dark Souls,PS3,2011,Role-Playing,0.75,0.54,0.54,0.23,2.06
2641,Dark Souls,X360,2011,Role-Playing,0.64,0.28,0.0,0.08,1.0
2642,Dark Souls II,PC,2014,Role-Playing,0.08,0.08,0.0,0.02,0.18
2643,Dark Souls II,PS3,2014,Role-Playing,0.4,0.36,0.4,0.17,1.33
2644,Dark Souls II,PS4,2015,Role-Playing,0.2,0.22,0.08,0.08,0.58
2645,Dark Souls II,X360,2014,Role-Playing,0.48,0.2,0.01,0.06,0.75
2646,Dark Souls II,XOne,2015,Role-Playing,0.13,0.07,0.0,0.02,0.22
2647,Dark Souls III,PC,2016,Role-Playing,0.0,0.05,0.0,0.0,0.05
2648,Dark Souls III,PS4,2016,Role-Playing,0.58,0.44,0.33,0.21,1.56
2649,Dark Souls III,XOne,2016,Role-Playing,0.23,0.09,0.0,0.03,0.35
2650,Dark Summit,GC,2002,Sports,0.04,0.01,0.0,0.0,0.05
2651,Dark Summit,PS2,2001,Sports,0.11,0.08,0.0,0.03,0.22
2652,Dark Summit,XB,2001,Sports,0.08,0.02,0.0,0.0,0.1
2653,Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012,Puzzle,0.0,0.02,0.0,0.0,0.02
